date,fund_code,名称,评分,持续天数,风险预警,回撤%,RSI,BIAS,price
2025-12-25,512690,酒ETF,1,16,正常,-15.03,53.33,0.39,0.554
2025-12-25,513180,恒生科技指数ETF,1,9,🚩高风险(陷阱),-16.21,57.58,0.34,0.734
2025-12-25,520830,沙特ETF,1,103,🚩高风险(陷阱),-30.79,59.09,0.06,0.906
2025-12-25,159992,创新药ETF,1,9,🚩高风险(陷阱),-15.16,70.83,0.45,0.856
