date,fund_code,评分,持续天数,风险预警,回撤%,RSI,BIAS,price
2025-12-24,512000,1,5,🚩高风险(陷阱),-10.06,70.83,0.4,0.581
2025-12-24,588000,1,29,🚩高风险(陷阱),-12.05,80.39,1.76,1.423
2025-12-24,512690,3,251,✅高胜率区,-15.95,18.18,-0.66,0.548
2025-12-24,513180,1,29,🚩高风险(陷阱),-16.32,64.1,0.32,0.733
2025-12-24,520830,1,102,🚩高风险(陷阱),-30.4,61.9,0.68,0.911
2025-12-24,159992,1,28,🚩高风险(陷阱),-15.46,78.12,0.29,0.853
2025-12-24,159857,1,24,🚩高风险(陷阱),-10.89,76.67,2.0,0.818
