date,fund_code,名称,评分,持续天数,风险预警,回撤%,RSI,BIAS,price
2025-12-24,512690,酒ETF,5,15,🔥极高胜率(背离),-15.95,18.18,-0.66,0.548
2025-12-24,513180,恒生科技指数ETF,1,8,🚩高风险(陷阱),-16.32,64.1,0.32,0.733
2025-12-24,520830,沙特ETF,1,102,🚩高风险(陷阱),-30.4,61.9,0.68,0.911
2025-12-24,159992,创新药ETF,1,8,🚩高风险(陷阱),-15.46,78.12,0.29,0.853
