代码,年化收益%,夏普比率,最大回撤%
501301,0.02,-5.9,0.7
588060,-0.01,-5.9,0.57
159601,0.01,-5.92,0.39
501207,-0.05,-5.92,0.66
563300,0.15,-5.93,0.29
159618,-0.17,-5.93,0.99
159602,0.01,-5.95,0.39
516890,-0.07,-5.95,0.69
516620,-0.08,-5.95,0.69
159356,0.28,-5.97,0.08
515600,0.13,-5.97,0.34
513020,0.07,-5.97,0.44
159996,0.08,-5.99,0.46
501029,0.11,-6.0,0.36
159790,-0.08,-6.0,0.72
159677,0.1,-6.01,0.32
560050,0.01,-6.01,0.39
516220,-0.02,-6.01,0.77
515110,0.12,-6.02,0.41
159630,0.07,-6.03,0.3
516730,0.03,-6.04,0.33
513730,0.19,-6.05,0.46
516720,0.01,-6.06,0.4
562310,0.01,-6.06,0.43
516020,-0.02,-6.06,0.75
159863,-0.11,-6.07,0.9
517350,-0.02,-6.08,0.51
159312,0.26,-6.09,0.2
159719,0.15,-6.09,0.3
159556,0.13,-6.09,0.3
515150,0.1,-6.09,0.44
512170,-0.02,-6.09,0.71
517090,0.12,-6.1,0.34
159940,0.03,-6.1,0.43
516200,0.03,-6.15,0.44
501008,-0.01,-6.15,0.91
159941,0.12,-6.16,0.31
159848,0.02,-6.16,0.38
159975,0.05,-6.19,0.41
159686,0.11,-6.2,0.21
516120,-0.01,-6.2,0.72
515900,0.11,-6.21,0.39
159980,0.17,-6.22,0.59
515680,0.12,-6.26,0.36
159640,0.04,-6.27,0.29
561950,0.15,-6.28,0.19
159627,0.07,-6.28,0.29
159711,0.13,-6.29,0.27
516310,0.12,-6.29,0.21
159659,0.34,-6.32,0.44
159814,0.03,-6.32,0.46
588150,0.02,-6.32,0.42
560380,0.29,-6.33,0.07
517360,0.01,-6.33,0.43
508003,-0.34,-6.33,0.69
159512,0.16,-6.35,0.3
512560,0.03,-6.35,0.43
513990,0.06,-6.36,0.52
159822,-0.09,-6.36,0.78
159885,-0.04,-6.37,0.62
562320,0.12,-6.39,0.21
510170,0.03,-6.39,0.47
560800,0.03,-6.41,0.41
159742,-0.06,-6.41,0.62
561180,0.09,-6.42,0.25
560030,0.12,-6.43,0.21
513180,-0.06,-6.43,0.61
159721,0.02,-6.45,0.37
159939,0.01,-6.46,1.37
562910,-0.03,-6.46,0.48
561580,0.13,-6.47,0.12
159628,0.1,-6.47,0.34
513630,0.24,-6.48,0.12
513160,0.11,-6.48,0.38
159501,0.31,-6.5,0.38
501059,0.22,-6.5,0.49
513010,-0.04,-6.5,0.56
159959,0.07,-6.51,0.34
560990,0.03,-6.54,0.36
561920,-0.12,-6.56,0.48
515450,0.16,-6.57,0.19
159712,0.09,-6.58,0.28
560060,0.04,-6.58,0.3
159807,-0.01,-6.58,0.58
159870,-0.02,-6.59,0.71
513330,-0.09,-6.6,0.66
159561,0.26,-6.61,0.6
562860,-0.11,-6.63,0.46
513580,-0.05,-6.64,0.56
513150,0.08,-6.66,0.48
513230,0.07,-6.66,0.34
510200,-0.02,-6.66,0.6
561000,0.1,-6.67,0.25
513800,0.12,-6.7,0.32
516100,0.1,-6.7,0.57
513690,0.02,-6.7,0.39
159761,-0.06,-6.71,0.63
501312,0.37,-6.72,0.52
501217,0.01,-6.74,0.41
562300,-0.06,-6.74,0.58
159521,0.14,-6.76,0.24
515760,0.07,-6.76,0.33
501302,0.02,-6.76,0.75
159740,-0.04,-6.76,0.53
516800,0.06,-6.77,0.3
159361,0.24,-6.78,0.11
562520,0.09,-6.79,0.43
159763,-0.07,-6.82,0.58
560560,-0.09,-6.83,0.63
501305,0.03,-6.84,0.39
517300,-0.01,-6.84,0.45
501202,0.05,-6.85,0.34
517380,-0.05,-6.87,0.57
159559,0.26,-6.88,0.35
159642,0.04,-6.9,0.26
159864,-0.11,-6.9,0.79
159792,-0.02,-6.91,0.54
561130,-0.01,-6.93,0.41
562970,0.23,-6.94,0.18
159623,0.04,-6.94,0.38
159930,0.05,-6.96,1.02
159750,0.05,-6.96,0.47
159954,0.02,-6.96,0.52
560330,0.12,-6.99,0.2
561900,-0.04,-6.99,0.49
501087,-0.03,-7.0,1.32
159573,0.24,-7.01,0.32
516090,-0.05,-7.01,0.59
516290,-0.16,-7.01,0.92
510770,-0.07,-7.02,0.61
159572,0.24,-7.03,0.31
560590,0.19,-7.03,0.19
159743,0.1,-7.03,0.3
517100,0.01,-7.03,0.39
560950,0.15,-7.05,0.16
512810,0.03,-7.05,0.4
517030,0.03,-7.06,0.28
517990,-0.07,-7.06,0.56
512070,0.03,-7.07,0.44
501188,-0.03,-7.08,0.62
159717,-0.01,-7.11,0.39
516570,-0.03,-7.11,0.48
159992,-0.14,-7.11,1.1
159606,0.05,-7.12,0.32
513590,-0.02,-7.13,0.5
159858,-0.14,-7.13,0.92
513650,0.27,-7.15,0.35
510570,0.04,-7.19,0.4
159778,0.06,-7.2,0.35
560650,0.01,-7.23,0.38
516710,-0.07,-7.23,0.63
512950,0.06,-7.25,0.34
513700,-0.05,-7.25,0.53
515220,0.14,-7.26,0.44
562570,0.3,-7.32,0.39
159696,0.36,-7.33,0.38
515080,0.15,-7.33,0.29
512960,0.06,-7.33,0.33
513220,0.12,-7.36,0.32
501303,0.01,-7.38,0.56
517110,-0.05,-7.39,0.51
159530,0.19,-7.41,0.39
159610,0.04,-7.41,0.28
517170,0.01,-7.47,0.34
159330,0.18,-7.48,0.15
513130,-0.05,-7.48,0.54
561010,0.2,-7.49,0.31
513860,-0.03,-7.49,0.58
588780,0.25,-7.51,0.35
513980,-0.03,-7.52,0.56
517010,0.05,-7.53,0.24
510370,-0.03,-7.56,0.49
517000,0.03,-7.57,0.29
516910,0.02,-7.58,0.39
560100,0.06,-7.59,0.31
159748,-0.02,-7.59,0.44
512750,0.08,-7.6,0.28
516000,0.01,-7.6,0.7
515100,0.15,-7.62,0.21
513260,0.14,-7.62,0.43
159653,0.09,-7.63,0.21
517160,-0.01,-7.64,0.39
563520,0.22,-7.66,0.11
508069,0.21,-7.66,1.29
515300,0.11,-7.67,0.18
159513,0.29,-7.71,0.34
159751,0.05,-7.73,0.42
159609,-0.13,-7.75,0.63
159631,0.12,-7.77,0.23
512530,0.1,-7.77,0.2
159620,0.06,-7.78,0.36
516070,-0.03,-7.78,0.47
159673,0.13,-7.79,0.22
506008,0.03,-7.8,0.38
517120,-0.06,-7.81,0.57
159508,-0.08,-7.81,0.46
513890,0.07,-7.82,0.38
159960,0.02,-7.83,0.47
513210,0.29,-7.86,0.28
501310,0.05,-7.86,0.31
159793,0.03,-7.86,0.39
517080,0.02,-7.86,0.32
562340,0.2,-7.87,0.17
562930,-0.01,-7.94,0.42
517770,0.05,-7.97,0.43
515260,0.03,-7.97,0.28
512120,0.01,-7.99,0.55
516950,-0.05,-7.99,0.52
515230,-0.05,-8.0,0.69
561990,0.03,-8.01,0.29
562360,0.01,-8.01,0.41
159741,-0.01,-8.02,0.4
517050,-0.02,-8.04,0.56
530180,0.23,-8.05,0.07
510150,0.02,-8.05,0.51
560900,-0.05,-8.05,0.52
501218,0.01,-8.11,0.38
159360,0.21,-8.13,0.13
560180,0.08,-8.13,0.22
510760,0.08,-8.13,0.22
510210,0.04,-8.2,0.52
159966,0.03,-8.21,0.38
159666,0.01,-8.21,0.2
159510,0.16,-8.22,0.21
159998,-0.06,-8.22,0.76
501030,-0.05,-8.23,0.7
159362,0.21,-8.26,0.13
516550,-0.06,-8.26,0.57
560530,0.16,-8.31,0.15
159731,-0.01,-8.34,0.33
517200,-0.03,-8.34,0.57
510980,0.22,-8.35,0.16
159357,0.21,-8.35,0.13
159706,-0.01,-8.36,0.38
515960,-0.1,-8.39,0.96
562700,0.35,-8.4,0.28
159735,-0.01,-8.42,0.49
512020,0.21,-8.43,0.12
516860,0.11,-8.43,0.62
562560,0.51,-8.44,0.34
159661,0.2,-8.44,0.13
159358,0.21,-8.48,0.14
588830,0.13,-8.49,0.53
159542,0.32,-8.51,0.19
563800,0.2,-8.57,0.12
516500,-0.16,-8.57,0.95
159621,0.07,-8.58,0.25
159856,-0.01,-8.59,0.46
563880,0.2,-8.62,0.13
501023,0.05,-8.63,0.52
561500,-0.02,-8.65,0.42
560700,0.07,-8.66,0.16
508010,-0.26,-8.66,1.0
159517,0.15,-8.67,0.14
159827,-0.03,-8.68,0.49
515910,-0.08,-8.68,0.64
520890,0.25,-8.71,0.23
561120,0.13,-8.72,0.24
159607,0.06,-8.74,0.38
512050,0.19,-8.76,0.13
159616,-0.02,-8.76,0.4
159687,0.19,-8.77,0.6
588860,0.09,-8.78,0.16
159306,0.31,-8.8,0.26
530050,0.2,-8.8,0.09
159359,0.2,-8.8,0.13
501213,-0.01,-8.86,0.39
159353,0.15,-8.89,0.12
512010,0.01,-8.89,0.58
517330,0.03,-8.91,0.29
563220,0.15,-8.94,0.13
159333,0.23,-8.96,0.28
560070,0.06,-8.96,0.16
508097,-0.25,-8.97,0.85
561960,0.07,-9.0,0.16
159730,0.03,-9.0,0.24
501307,0.04,-9.01,0.39
159662,0.01,-9.01,0.19
501031,-0.04,-9.02,0.71
516810,-0.02,-9.07,0.46
159338,0.15,-9.08,0.12
159638,0.03,-9.08,0.34
515400,0.01,-9.1,0.63
515060,-0.05,-9.1,0.73
501017,0.07,-9.12,0.29
560510,0.15,-9.13,0.12
159825,-0.04,-9.18,0.49
159707,-0.13,-9.24,0.73
560110,0.07,-9.26,0.35
563360,0.15,-9.29,0.14
159605,0.07,-9.34,0.37
516970,-0.03,-9.35,0.52
562500,0.03,-9.36,0.34
159745,-0.14,-9.36,0.79
501215,0.03,-9.38,0.24
159835,-0.1,-9.4,0.7
159768,-0.14,-9.43,0.62
512040,0.1,-9.5,0.19
513170,0.27,-9.51,0.17
159352,0.14,-9.55,0.14
530000,0.15,-9.59,0.1
516750,-0.11,-9.59,0.7
560610,0.14,-9.64,0.12
159791,0.05,-9.64,0.28
159576,0.26,-9.65,0.28
159339,0.14,-9.65,0.13
515180,0.12,-9.69,0.26
561930,0.16,-9.7,0.15
159728,0.02,-9.71,0.57
159351,0.14,-9.74,0.14
508012,-0.24,-9.77,0.72
159523,0.15,-9.81,0.26
159568,0.28,-9.83,0.46
516600,-0.08,-9.87,0.6
159551,0.15,-9.91,0.35
560680,-0.12,-9.91,0.55
159331,0.18,-9.98,0.24
510030,0.05,-9.98,0.28
159328,0.17,-10.05,0.08
516060,-0.09,-10.15,0.64
508031,0.23,-10.17,0.49
563280,0.23,-10.19,0.29
510160,0.03,-10.21,0.45
517880,-0.03,-10.23,0.33
563050,0.06,-10.28,0.23
562330,0.08,-10.31,0.2
159645,-0.16,-10.31,0.66
501189,-0.02,-10.34,0.53
159849,-0.13,-10.4,0.75
562380,0.05,-10.41,0.25
159945,0.05,-10.42,0.34
501216,-0.03,-10.42,0.39
516930,-0.11,-10.44,0.59
560850,0.24,-10.45,0.4
159569,0.27,-10.47,0.13
159590,0.16,-10.56,0.31
515120,-0.06,-10.61,0.69
513920,0.27,-10.75,0.21
159657,-0.11,-10.75,0.42
159636,0.07,-10.84,0.23
159577,0.2,-10.89,0.33
159873,-0.15,-10.95,0.88
561510,0.03,-11.0,0.44
516670,-0.05,-11.06,0.52
516080,-0.05,-11.1,0.58
159787,-0.08,-11.11,0.59
560170,0.05,-11.13,0.23
515890,0.1,-11.15,0.3
501186,-0.05,-11.15,0.5
517550,-0.01,-11.17,0.35
516130,-0.06,-11.17,0.4
560090,0.09,-11.25,0.43
513380,0.02,-11.31,0.24
512000,0.01,-11.32,0.29
159838,-0.09,-11.38,0.54
159883,-0.16,-11.42,0.8
512800,0.04,-11.54,0.18
159643,-0.11,-11.57,0.54
159899,-0.01,-11.61,0.64
159852,-0.02,-11.62,0.8
508089,-0.13,-11.7,0.88
588450,0.48,-11.72,0.3
159837,-0.1,-11.75,0.75
159691,0.14,-11.78,0.27
513770,0.04,-11.78,0.24
560260,-0.08,-11.8,0.38
562390,0.03,-11.92,0.43
516610,-0.15,-11.97,0.76
159587,0.16,-12.02,0.16
159795,0.07,-12.08,0.39
159798,-0.05,-12.08,0.33
562850,0.13,-12.14,0.21
513970,0.02,-12.14,0.28
516790,-0.11,-12.14,0.6
159613,0.02,-12.2,0.53
561760,0.05,-12.21,0.21
159635,0.05,-12.21,0.37
159515,0.08,-12.25,0.15
513360,-0.01,-12.29,0.27
159698,0.06,-12.3,0.23
562550,0.03,-12.3,0.18
561260,0.13,-12.33,0.3
561790,0.13,-12.36,0.22
159647,0.03,-12.44,0.42
560580,0.03,-12.45,0.18
562960,0.03,-12.5,0.18
159865,-0.06,-12.52,0.48
516560,-0.04,-12.84,0.43
516760,-0.05,-12.84,0.5
159851,0.06,-12.88,0.34
159867,-0.04,-13.32,0.45
515710,-0.07,-13.33,0.62
159839,-0.13,-13.38,0.74
561560,0.04,-13.39,0.2
159797,-0.12,-13.56,0.55
561170,0.04,-13.61,0.18
159736,-0.11,-13.74,0.6
561200,0.22,-13.77,0.2
501053,0.1,-13.83,0.12
159571,0.24,-13.95,0.32
515170,-0.07,-13.99,0.61
159335,0.14,-14.02,0.14
159877,-0.1,-14.3,0.55
516820,-0.09,-14.57,0.52
561570,0.11,-14.63,0.1
562900,-0.05,-14.64,0.44
159828,-0.1,-14.84,0.85
159619,0.05,-14.96,0.34
512890,0.09,-15.06,0.15
159847,-0.1,-15.07,0.59
159843,-0.07,-15.15,0.59
159859,-0.12,-15.26,0.63
159302,0.18,-15.27,0.14
561700,0.03,-15.46,0.18
159617,0.13,-15.49,0.22
562580,0.18,-15.62,0.19
562000,0.04,-15.63,0.12
508022,-0.11,-15.71,0.7
501209,-0.13,-15.71,0.56
159611,0.03,-15.74,0.17
159329,-0.05,-15.77,0.43
562530,0.1,-15.96,0.29
562350,0.03,-15.96,0.2
159526,0.25,-16.39,0.41
159697,0.06,-16.45,0.26
159891,-0.11,-16.85,0.58
159760,-0.07,-16.96,0.43
501212,0.01,-16.98,0.24
159318,0.31,-17.1,0.24
563500,0.11,-17.35,0.06
159549,0.09,-17.4,0.1
516900,-0.12,-17.74,0.64
159586,0.21,-18.21,0.39
159699,0.04,-18.23,0.23
159862,-0.1,-19.21,0.53
520830,-0.04,-19.26,0.39
159669,0.03,-20.35,0.15
563090,0.2,-20.52,0.2
561360,0.11,-20.63,0.25
159898,-0.08,-20.85,0.51
513400,0.15,-21.23,0.25
560080,-0.06,-21.28,0.52
560620,-0.07,-21.43,0.1
563180,0.08,-21.98,0.13
560020,0.06,-22.15,0.14
501300,0.01,-22.34,0.35
159575,0.25,-22.58,0.32
159545,0.28,-22.59,0.14
159307,0.11,-23.34,0.09
560520,0.09,-24.41,0.11
159589,0.06,-24.55,0.12
501211,0.02,-24.55,0.21
561060,0.06,-24.63,0.16
563150,0.1,-24.91,0.19
562060,0.06,-26.67,0.08
563020,0.07,-26.94,0.12
513350,0.02,-27.03,0.39
560810,0.07,-27.57,0.12
159689,-0.07,-28.41,0.33
159581,0.07,-28.57,0.12
561230,0.2,-28.73,0.21
159309,0.13,-28.85,0.18
562600,-0.02,-29.13,0.27
159672,-0.07,-29.41,0.38
159355,0.06,-30.25,0.06
563350,0.22,-30.41,0.2
159592,0.19,-31.15,0.21
159578,0.16,-32.44,0.19
159332,0.11,-32.57,0.11
159301,0.06,-33.66,0.14
510720,0.02,-34.07,0.11
159547,0.08,-38.55,0.12
159591,0.21,-38.58,0.21
510950,0.2,-39.37,0.17
562890,0.21,-39.49,0.21
560150,0.09,-41.27,0.11
563080,0.21,-41.52,0.24
513820,0.19,-42.93,0.13
501222,0.05,-43.6,0.05
159525,0.08,-45.74,0.09
513910,0.26,-50.58,0.18
508005,-0.03,-52.28,0.61
520520,0.01,-52.47,0.16
562030,0.04,-52.74,0.15
530880,0.03,-53.05,0.09
159595,0.2,-55.69,0.22
159593,0.2,-59.59,0.21
159588,0.09,-62.1,0.23
560350,0.19,-64.78,0.22
520990,0.17,-73.27,0.11
520660,0.18,-87.05,0.1
508086,0.11,-87.21,0.44
159596,0.1,-87.4,0.1
159520,0.01,-92.97,0.21
520600,0.02,-104.26,0.23
520900,0.17,-116.61,0.11
159528,0.16,-191.83,0.26
560890,0.06,-274.77,0.09
159800,0.32,-620.7,0.2
