日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-09-18,0.997,0.979,1.095,0.976,477522,47433472.0,11.94,-1.81,-0.018,3.55
2025-09-19,0.98,0.983,0.983,0.974,213181,20959093.0,0.92,0.41,0.004,1.58
2025-09-22,0.983,0.974,0.983,0.97,249227,24418181.0,1.32,-0.92,-0.009,1.85
2025-09-23,0.974,0.978,0.98,0.97,344184,33725006.0,1.03,0.41,0.004,2.56
2025-09-24,0.978,0.977,0.981,0.973,371677,36564393.0,0.82,-0.1,-0.001,2.76
2025-09-25,0.977,0.973,0.977,0.969,396733,38784272.0,0.82,-0.41,-0.004,2.95
2025-09-26,0.973,0.974,0.976,0.968,359638,35162375.0,0.82,0.1,0.001,2.67
2025-09-29,0.974,0.974,0.979,0.967,389883,37974637.0,1.23,0.0,0.0,2.9
2025-09-30,0.974,0.974,0.975,0.969,338137,33045591.0,0.62,0.0,0.0,2.51
2025-10-09,0.973,0.986,0.986,0.971,363051,35616593.0,1.54,1.23,0.012,2.7
2025-10-10,0.985,0.991,0.994,0.983,410177,40836103.0,1.12,0.51,0.005,3.05
2025-10-13,0.991,0.99,0.994,0.975,105404,10402361.0,1.92,-0.1,-0.001,0.78
2025-10-14,0.986,1.0,1.0,0.986,484953,48506765.0,1.41,1.01,0.01,3.6
2025-10-15,0.999,1.002,1.004,0.995,508620,51021451.0,0.9,0.2,0.002,3.78
2025-10-16,0.995,1.005,1.007,0.995,483264,48758404.0,1.2,0.3,0.003,3.59
2025-10-17,1.007,1.003,1.012,0.997,540140,54505381.0,1.49,-0.2,-0.002,4.01
2025-10-20,1.005,1.001,1.005,0.991,437386,43767080.0,1.4,-0.2,-0.002,3.25
2025-10-21,0.997,1.007,1.007,0.997,381893,38532049.0,1.0,0.6,0.006,2.84
2025-10-22,1.007,1.009,1.01,1.005,460047,46558988.0,0.5,0.2,0.002,3.42
2025-10-23,1.009,1.015,1.016,1.006,654447,66456516.0,0.99,0.59,0.006,4.86
2025-10-24,1.015,1.011,1.016,1.01,551255,56076821.0,0.59,-0.39,-0.004,4.1
