日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-11-05,1.003,1.008,1.012,0.997,1020769,102747899.0,1.49,0.2,0.002,60.42
2025-11-06,1.007,1.014,1.018,1.005,370013,37460649.0,1.29,0.6,0.006,21.9
2025-11-07,1.014,1.02,1.021,1.012,227005,23123587.0,0.89,0.59,0.006,13.44
2025-11-10,1.02,1.026,1.027,1.02,262324,26860068.0,0.69,0.59,0.006,15.53
2025-11-11,1.026,1.028,1.03,1.021,139991,14346475.0,0.88,0.19,0.002,8.29
2025-11-12,1.028,1.03,1.033,1.026,92982,9570042.0,0.68,0.19,0.002,5.5
2025-11-13,1.021,1.029,1.036,1.021,71240,7306289.0,1.46,-0.1,-0.001,4.22
2025-11-14,1.029,1.024,1.034,1.023,41719,4292864.0,1.07,-0.49,-0.005,2.47
2025-11-17,1.024,1.012,1.024,1.012,29596,3002961.0,1.17,-1.17,-0.012,1.75
2025-11-18,1.013,1.008,1.015,1.004,18126,1830052.0,1.09,-0.4,-0.004,1.07
2025-11-19,1.008,1.012,1.013,1.007,37301,3765496.0,0.6,0.4,0.004,2.21
2025-11-20,1.012,1.017,1.022,1.012,40666,4138570.0,0.99,0.49,0.005,2.41
2025-11-21,1.017,1.0,1.017,0.999,36088,3615120.0,1.77,-1.67,-0.017,2.14
2025-11-24,1.015,0.996,1.015,0.993,21416,2131184.0,2.2,-0.4,-0.004,1.27
2025-11-25,0.996,0.998,1.0,0.991,9088,904819.0,0.9,0.2,0.002,0.54
2025-11-26,0.998,0.994,1.001,0.994,3535,351761.0,0.7,-0.4,-0.004,0.21
2025-11-27,0.993,0.997,0.998,0.99,13776,1369002.0,0.8,0.3,0.003,0.82
2025-11-28,0.995,0.993,0.995,0.993,3419,339588.0,0.2,-0.4,-0.004,0.2
2025-12-01,0.994,0.997,0.997,0.994,4941,492171.0,0.3,0.4,0.004,0.29
2025-12-02,0.997,0.997,1.0,0.997,2887,287979.0,0.3,0.0,0.0,0.17
2025-12-03,0.997,0.997,1.001,0.997,12666,1265359.0,0.4,0.0,0.0,0.75
2025-12-04,0.997,0.995,0.997,0.993,6903,685949.0,0.4,-0.2,-0.002,0.41
2025-12-05,0.995,0.993,0.997,0.988,13342,1322424.0,0.9,-0.2,-0.002,0.79
2025-12-08,0.995,0.991,0.995,0.99,7556,749874.0,0.5,-0.2,-0.002,0.45
2025-12-09,0.989,0.985,0.989,0.985,5803,572440.0,0.4,-0.61,-0.006,0.34
2025-12-10,0.985,0.979,0.985,0.974,13091,1278469.0,1.12,-0.61,-0.006,0.77
2025-12-11,0.98,0.977,0.984,0.977,4372,428815.0,0.72,-0.2,-0.002,0.26
2025-12-12,0.979,0.978,0.98,0.975,21198,2071752.0,0.51,0.1,0.001,1.25
2025-12-15,0.978,0.983,0.985,0.978,19507,1912122.0,0.72,0.51,0.005,1.15
2025-12-16,0.981,0.977,0.981,0.975,4342,423954.0,0.61,-0.61,-0.006,0.26
2025-12-17,0.976,0.982,0.985,0.976,4556,447080.0,0.92,0.51,0.005,0.27
2025-12-18,0.98,0.989,0.99,0.98,9287,913682.0,1.02,0.71,0.007,0.55
2025-12-19,0.988,0.989,0.991,0.987,9090,898053.0,0.4,0.0,0.0,0.54
2025-12-22,0.988,0.985,0.988,0.983,7633,751733.0,0.51,-0.4,-0.004,0.45
