日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-08-29,1.005,1.004,1.009,0.995,301479,30188873.0,1.39,-0.1,-0.001,5.68
2025-09-01,1.003,1.013,1.017,1.003,634688,64168881.0,1.39,0.9,0.009,11.96
2025-09-02,1.014,0.993,1.014,0.988,212491,21194256.0,2.57,-1.97,-0.02,4.01
2025-09-03,0.992,0.98,0.999,0.978,66860,6603004.0,2.11,-1.31,-0.013,1.26
2025-09-04,0.971,0.954,0.988,0.944,84037,8123161.0,4.49,-2.65,-0.026,1.58
2025-09-05,0.954,0.981,0.982,0.954,114460,11096034.0,2.94,2.83,0.027,2.16
2025-09-08,0.982,0.987,0.988,0.948,25361,2485633.0,4.08,0.61,0.006,0.48
2025-09-09,0.986,0.972,0.986,0.968,26355,2578127.0,1.82,-1.52,-0.015,0.5
2025-09-10,0.972,0.972,0.982,0.968,27278,2658732.0,1.44,0.0,0.0,0.51
2025-09-11,0.975,1.0,1.0,0.966,117731,11687937.0,3.5,2.88,0.028,2.22
2025-09-12,1.008,1.006,1.011,0.996,270943,27300478.0,1.5,0.6,0.006,5.11
2025-09-15,1.006,1.005,1.01,1.002,97441,9811504.0,0.8,-0.1,-0.001,1.84
2025-09-16,1.004,1.013,1.013,0.998,201596,20356348.0,1.49,0.8,0.008,3.8
2025-09-17,1.018,1.02,1.023,1.009,478351,48740295.0,1.38,0.69,0.007,9.02
2025-09-18,1.024,1.016,1.041,1.003,498185,51301244.0,3.73,-0.39,-0.004,9.39
2025-09-19,1.016,1.008,1.019,1.003,47802,4835427.0,1.57,-0.79,-0.008,0.9
2025-09-22,1.006,1.013,1.013,1.002,54169,5465266.0,1.09,0.5,0.005,1.02
2025-09-23,1.013,0.999,1.015,0.983,43844,4361612.0,3.16,-1.38,-0.014,0.83
2025-09-24,1.0,1.019,1.019,0.997,95389,9665491.0,2.2,2.0,0.02,1.8
2025-09-25,1.019,1.013,1.02,1.012,36431,3706561.0,0.79,-0.59,-0.006,0.69
2025-09-26,1.013,1.0,1.013,0.998,21140,2124329.0,1.48,-1.28,-0.013,0.4
2025-09-29,0.994,1.01,1.01,0.994,35986,3626007.0,1.6,1.0,0.01,0.68
2025-09-30,1.003,1.021,1.025,1.003,99302,10136693.0,2.18,1.09,0.011,1.87
2025-10-09,1.028,1.03,1.034,1.02,116482,11980302.0,1.37,0.88,0.009,2.2
2025-10-10,1.021,1.016,1.025,1.013,27306,2787657.0,1.17,-1.36,-0.014,0.51
2025-10-13,1.0,1.019,1.019,0.984,29702,2994210.0,3.44,0.3,0.003,0.56
2025-10-14,1.028,1.006,1.031,1.0,48012,4909839.0,3.04,-1.28,-0.013,0.91
2025-10-15,1.014,1.013,1.014,0.996,34870,3495955.0,1.79,0.7,0.007,0.66
2025-10-16,1.007,1.007,1.012,1.002,33870,3411235.0,0.99,-0.59,-0.006,0.64
2025-10-17,1.005,0.975,1.006,0.972,45628,4485440.0,3.38,-3.18,-0.032,0.86
2025-10-20,0.989,0.984,0.992,0.978,33478,3291525.0,1.44,0.92,0.009,0.63
2025-10-21,0.989,1.0,1.001,0.984,39591,3943669.0,1.73,1.63,0.016,0.75
2025-10-22,1.0,0.998,1.002,0.995,21247,2123350.0,0.7,-0.2,-0.002,0.4
2025-10-23,0.989,0.995,0.998,0.98,15672,1541786.0,1.8,-0.3,-0.003,0.3
2025-10-24,0.998,1.009,1.009,0.998,49973,5029159.0,1.11,1.41,0.014,0.94
2025-10-27,1.009,1.015,1.019,1.009,65160,6607346.0,0.99,0.59,0.006,1.23
2025-10-28,1.011,1.016,1.022,1.011,80241,8171399.0,1.08,0.1,0.001,1.51
2025-10-29,1.017,1.024,1.025,1.014,99958,10196041.0,1.08,0.79,0.008,1.88
2025-10-30,1.022,1.013,1.022,1.01,25570,2593757.0,1.17,-1.07,-0.011,0.48
2025-10-31,1.013,1.015,1.025,1.01,26608,2709970.0,1.48,0.2,0.002,0.5
